City,PM2.5,NO,NO2,NOx,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Amritsar,165.75,15.8,39.01,54.81,1.42,5.62,13.11,2.98,12.45,25.99,338,Very Poor
Amritsar,221.93,14.34,39.44,53.78,1.3,5.2,14.02,2.91,12.53,26.57,356,Very Poor
Amritsar,147.44,15.54,39.07,54.62,1.37,4.87,10.89,2.91,12.41,25.97,341,Very Poor
Amritsar,174.03,20.75,41.44,62.18,1.45,4.39,9.84,3,12.98,26.31,271,Poor
Amritsar,145.27,17.83,39.11,56.94,1.11,3.59,15.1,2.83,11.85,25.7,304,Very Poor
Amritsar,129.13,14.12,32.27,46.39,1.15,4.98,14.08,2.85,11.89,26.93,314,Very Poor
Amritsar,146.53,8.45,29.28,37.73,1.31,3.88,15.18,3.71,12.22,26.31,317,Very Poor
Amritsar,144.73,16.4,37.42,53.81,1.87,7.78,12.17,10.91,13.33,29.17,318,Very Poor
Amritsar,160.69,6.89,17.91,23.24,1.79,5.13,15.85,11.55,12.13,28.23,319,Very Poor
Amritsar,140.05,51.16,42.09,59.61,1.77,5.17,20.13,4.12,11.75,26.22,321,Very Poor
Amritsar,97.78,8.32,30.81,36.48,1.9,4.39,3.93,4.39,12.39,25.01,252,Poor
Amritsar,90.68,26.51,28.37,54.2,1.89,5.71,3.71,4.25,11.87,25.25,235,Poor
Amritsar,113,38.56,21.98,60.07,2.13,8.28,19.28,4.78,13.04,26.66,248,Poor
Amritsar,137.47,38.12,21.68,56.14,2,7.71,23.6,4.8,12.76,26.69,295,Poor
Amritsar,147.97,40.1,24.95,67.76,2.27,9.16,36.54,6.34,13.94,25.83,317,Very Poor
Amritsar,151.19,59.56,29.61,89.17,1.89,8.14,31.48,4.64,12.61,24.9,328,Very Poor
Amritsar,121.54,55.74,20.89,76.63,1.8,6,23.6,4.15,11.6,24.27,311,Very Poor
Amritsar,89.18,54.75,5.2,59.94,1.3,4.34,24.42,3.77,10.62,23.97,234,Poor
Amritsar,38.17,46.4,13.71,59.36,0.66,7.43,23.57,3.07,7.91,22.83,128,Moderate
Amritsar,78.81,58.44,41.92,100.36,1.05,18.04,25.52,3.8,8.97,24.21,131,Moderate
Amritsar,111.37,57.05,31.94,88.99,1.4,8.03,29.84,6.75,9.31,20.58,262,Poor
Amritsar,83,52.17,7.07,57.11,0.97,8.07,25.07,4.35,7.79,14.11,200,Moderate
Amritsar,106.43,56.49,12.22,68.71,1.05,5.24,21.02,4.3,7.9,13.38,206,Poor
Amritsar,144.45,54.15,31.96,85.69,1.38,11.93,29.91,5.18,9.81,15.21,314,Very Poor
Amritsar,128.92,61.57,46.82,108.39,1.17,9.23,33.66,7.86,10.18,15.94,307,Very Poor
Amritsar,143.36,76.45,47.59,124.04,1.87,11,32.23,7.85,11.18,17.21,318,Very Poor
Amritsar,110.68,68.04,48.8,116.84,1.74,9.61,51.68,8.62,9.58,15.67,288,Poor
Amritsar,141.64,82.14,49.18,130.87,2.31,14.29,54.87,8.3,10.98,17.59,302,Very Poor
Amritsar,143.81,93.94,50.9,144.84,2.44,11.24,21.83,8.29,11.41,18.47,322,Very Poor
Amritsar,137.81,100.06,50.56,150.62,2.5,9.17,24.79,9.65,11.6,18.92,316,Very Poor
Amritsar,137.05,73.78,45.09,118.88,2.52,10.52,60.42,9,10.16,16.8,313,Very Poor
Amritsar,129.76,83.19,41.77,124.96,2.65,15.28,52.76,11.13,11.52,18.88,306,Very Poor
Amritsar,146.1,90.92,30.53,120.09,3.08,6.11,44.48,11.29,11.91,19.51,317,Very Poor
Amritsar,146.1,86.92,33.22,119.97,2.91,6.23,27.76,12.97,12.59,20.81,323,Very Poor
Amritsar,147.77,96.96,35.25,132.21,2.47,6.53,26.29,9.47,14.6,22.35,324,Very Poor
Amritsar,119.12,79.18,23.9,103.08,1.96,8.67,30.52,8.83,11.75,19.74,296,Poor
Amritsar,130.16,66.72,14.57,81.29,2.31,6.87,19.05,9.79,11.89,20.02,309,Very Poor
Amritsar,108.22,47.23,7.36,54.59,1.48,4.54,18.64,5.09,9.61,16.63,266,Poor
Amritsar,92.93,47.7,3.08,50.78,1.39,3.69,18.47,4.94,9.32,15.93,227,Poor
Amritsar,106.08,19.15,49.15,66.48,2.41,10.52,24.02,5.45,9.64,15.73,185,Moderate
Amritsar,131.98,31.82,20.28,52.09,2.83,15.63,23.9,9.68,11.96,18.04,298,Poor
Amritsar,117.47,38.13,19.17,57.3,2.15,6.8,20.97,12.27,12.24,19.51,304,Very Poor
Amritsar,102.19,33.67,18.62,52.28,3.83,7.07,19.06,9.15,10.31,17.46,277,Poor
Amritsar,44.98,25.9,13.03,38.91,3.75,9.09,17.91,3.94,6.9,13.09,162,Moderate
Amritsar,53.43,25.21,10.07,35.27,2.82,4.37,19.16,2.59,5.31,11.12,127,Moderate
Amritsar,66.28,24.35,16.09,40.44,1.7,4.5,16.98,3.31,5.21,16.32,116,Moderate
Amritsar,58.41,23.33,16.29,39.62,0.86,6.69,17.61,5.8,4.3,22.25,126,Moderate
Amritsar,87.22,20.54,42.63,54.36,0.96,12.91,24.44,16.18,7.27,19.43,227,Poor
Amritsar,56.46,5.73,25.53,31.26,1.53,2.98,24.89,4.8,5.61,7.89,143,Moderate
Amritsar,72.21,6.3,26.12,32.42,2.16,3.34,25.49,4.92,7.25,8.95,122,Moderate
Amritsar,96.33,7.72,28.36,36.08,1.71,3.36,21.55,5.7,7.97,10.23,197,Moderate
Amritsar,112.36,8,28.77,36.76,1.41,3.31,20.73,7.2,9.25,11.68,235,Poor
Amritsar,148.9,7.08,28.1,35.17,1.22,2.86,19.3,10.16,10.6,12.87,315,Very Poor
Amritsar,177.53,8.73,28.78,37.51,1.37,3.44,23.38,7.56,11.05,13.57,335,Very Poor
Amritsar,101.19,5.98,26.62,32.6,1.24,5.94,23.25,5.23,8.68,9.38,298,Poor
Amritsar,100.84,5.9,27.47,33.37,1.63,3.94,23.1,8.05,9.54,7.86,233,Poor
Amritsar,133.75,6.72,28.81,35.53,2,3.58,19.5,8.93,11.08,9.95,283,Poor
Amritsar,158.06,8.56,30.4,38.96,2.11,3.77,19.09,10.6,12.65,12.85,321,Very Poor
Amritsar,161.69,7.82,30.43,38.24,1.7,2.9,18.68,5.76,11.41,10.61,331,Very Poor
Amritsar,149.97,9.53,31.25,40.78,1.74,3.12,18.93,5.17,11.12,9.71,331,Very Poor
Amritsar,87.04,7.47,29.9,37.38,1.42,3.54,18.71,4.76,8.49,5.67,232,Poor
Amritsar,103.52,7.5,78.17,86.29,1.66,3.32,19.76,6.81,10.37,9.68,237,Poor
Amritsar,124.02,23.65,94.18,134.6,1.92,5.71,20.39,9.63,10.4,8.75,310,Very Poor
Amritsar,66.92,17.36,86.72,105.11,1.36,3.24,23.5,8.01,8.29,7.29,170,Moderate
Amritsar,77.72,7.18,79.22,86.56,1.44,10,23.22,13.14,10.33,10.69,152,Moderate
Amritsar,77.71,5.23,77.4,96.5,1.25,3.27,19.23,6.07,8.03,7.3,144,Moderate
Amritsar,73.58,5.84,78.11,84.39,1.2,5.07,19.1,4.96,8.02,6.48,165,Moderate
Amritsar,61.57,5.4,77.61,96.68,1.23,3.64,20.29,4.7,7.62,5.88,126,Moderate
Amritsar,70.31,5.62,76.93,82.55,1.24,3.89,21.19,7.51,8.02,6.38,129,Moderate
Amritsar,74.04,6.29,76.91,83.2,1.2,3.09,22.55,7.6,8.52,7.13,149,Moderate
Amritsar,58.91,5.36,77.1,82.45,1.1,2.76,19.82,5.69,7.65,6.37,125,Moderate
Amritsar,58.9,6.49,78.77,88.61,0.82,3.24,17.78,4.59,7.61,5.88,123,Moderate
Amritsar,26.86,6.99,78.52,99.51,0.68,3.05,18.36,4.96,6.69,5.28,115,Moderate
Amritsar,62.55,7.44,79.24,87.27,1.98,3.1,17.4,4.21,7.93,6.53,127,Moderate
Amritsar,57.51,7.2,79.01,99.72,1.26,2.5,17.71,4.53,7.76,5.08,118,Moderate
Amritsar,70.09,15.42,60.24,81.09,1.04,5.11,17.25,5.34,7.16,5.29,132,Moderate
Amritsar,53.67,79.13,34.3,103.35,0.92,4.04,13.69,10.26,8.26,5.82,124,Moderate
Amritsar,45.61,56.09,45.86,115.47,0.94,3.4,15.74,10.4,8.29,6.12,127,Moderate
Amritsar,61.12,72.13,47.57,120.39,0.92,3.52,13.38,12.7,8.52,7.04,142,Moderate
Amritsar,56.96,71.85,53.42,140.88,0.92,2.97,13.15,12.27,8.08,6.53,150,Moderate
Amritsar,44.39,72.97,54.79,127.95,0.94,3.48,13.89,12.84,8.01,7.08,159,Moderate
Amritsar,31.79,66.62,59.83,141.5,0.82,2.56,13.11,11.53,7.19,6,149,Moderate
Amritsar,55.78,70.91,65.5,150.96,0.77,2.79,14.2,13.55,8.71,7.37,168,Moderate
Amritsar,50.4,57.49,70.81,141.86,0.66,2.66,14,11.04,7.43,5.76,165,Moderate
Amritsar,58.71,43.49,57.73,100.19,0.64,3.22,17.08,10.47,7.9,6.23,152,Moderate
Amritsar,48.6,28.66,49.52,82.69,0.63,2.82,13.82,11.9,7.85,6.61,130,Moderate
Amritsar,59.76,22.63,42.42,68.61,0.64,4.03,16.12,10.06,7.75,6.05,130,Moderate
Amritsar,67.11,18.92,49.05,71.77,0.61,3.38,14.43,11.24,8.26,6.4,141,Moderate
Amritsar,69.65,16.51,49.28,65.6,0.64,7.24,18.68,10.41,8.28,6.94,138,Moderate
Amritsar,67.14,30.58,61.48,102.14,0.63,4.55,19.32,11.45,8.25,7,145,Moderate
Amritsar,58.38,17.58,48.94,66.03,0.59,5.85,12.41,10.52,7.74,6.14,147,Moderate
Amritsar,48.16,12.79,35.24,60.95,0.52,2.83,12.54,8.39,6.72,5,123,Moderate
Amritsar,16.26,12.77,28.35,40.12,0.44,2.75,12.28,8.89,6.54,4.98,66,Satisfactory
Amritsar,15.91,16.37,33.5,48.87,0.53,2.63,11.79,9.27,6.58,5.08,58,Satisfactory
Amritsar,31.96,14.59,33.41,47,0.59,2.68,12.86,9.79,7.03,5.37,77,Satisfactory
Amritsar,68.32,18.6,30.42,53.75,1.53,5.1,12.65,9.66,7.47,5.87,129,Moderate
Amritsar,41.54,15.39,9.04,34.52,0.76,2.93,16.54,9.73,7.6,6.21,137,Moderate
Amritsar,53.44,15.28,11.58,37.88,0.72,3.1,15.95,9.86,7.97,6.1,133,Moderate
Amritsar,52.41,15.9,13.27,39.88,0.71,3.54,16.97,10.46,7.72,6.35,139,Moderate
Amritsar,69.46,16.51,13.13,40.59,0.66,3.72,12.89,11.28,8.05,6.1,162,Moderate
Amritsar,54.32,14.04,9.71,34.15,0.67,4.71,17.76,9.99,7.7,6.06,154,Moderate
Amritsar,43.14,14.65,10.2,36.43,0.61,4.93,16.89,9.66,7.48,5.83,124,Moderate
Amritsar,52.39,18.45,13.52,43.62,0.61,4.66,17.32,11.44,7.71,5.94,123,Moderate
Amritsar,29.75,16.36,10.8,38.61,0.54,4.14,17.81,10.52,7.12,5.48,114,Moderate
Amritsar,58.6,15.83,9.93,35.86,0.55,4.14,18.36,11.46,7.7,5.83,119,Moderate
Amritsar,57.97,15.54,9.32,34.92,0.47,3.58,17.94,11.71,7.72,5.89,133,Moderate
Amritsar,46.84,16.33,9.46,36.16,0.56,3.83,16.46,12.02,7.85,6.22,132,Moderate
Amritsar,16.77,14.4,7.56,21.96,0.62,3.5,17.53,9.62,6.53,4.94,79,Satisfactory
Amritsar,25.72,16.06,8.99,35.26,0.65,3.55,17.96,11.16,7.2,5.72,73,Satisfactory
Amritsar,19.79,16.75,9.64,36.17,0.74,4.36,18.93,10.36,6.66,5.17,64,Satisfactory
Amritsar,31.52,12.38,6.09,26.79,0.71,3.46,23.99,9.89,6.87,5.16,69,Satisfactory
Amritsar,47.8,10.74,4.86,22.62,0.63,2.86,25.36,8.82,5.26,3.68,73,Satisfactory
Amritsar,58.97,10.96,9.45,20.72,0.69,3.85,18.99,7.39,3.25,1.86,133,Moderate
Amritsar,51.79,11.78,10.5,22.28,0.75,3.92,17.81,6.29,2,1.25,132,Moderate
Amritsar,29.06,11.67,9.14,27.71,0.69,3.55,18.23,5.16,1.42,0.85,112,Moderate
Amritsar,28.63,12.54,9.03,21.57,0.69,3.71,26.84,4.03,1.32,0.72,91,Satisfactory
Amritsar,42.29,12.7,9.54,29.85,0.64,3.72,30.89,4.91,1.44,0.85,110,Moderate
Amritsar,48.66,12.38,8.7,28.47,0.57,8.52,31.15,4.89,1.59,1.25,128,Moderate
Amritsar,54.53,11.78,8,20.1,0.88,3.55,29.18,5.07,1.73,1.38,140,Moderate
Amritsar,40.21,11.93,8.52,20.46,0.92,3.09,31.63,4.12,1.3,0.95,125,Moderate
Amritsar,27.42,14.66,6.89,27.71,1.31,3.42,34.72,3.47,0.98,0.65,119,Moderate
Amritsar,20.92,15.02,13.74,38.41,0.78,6.25,40.85,3.52,0.97,0.76,88,Satisfactory
Amritsar,30.1,13.61,14.15,27.87,0.76,1.95,37.46,3.8,1.05,0.72,93,Satisfactory
Amritsar,43.88,13.38,15.46,28.84,0.89,2.35,34.26,4.61,1.34,0.9,112,Moderate
Amritsar,44.86,11.95,14.56,26.51,0.84,2.63,36.17,3.65,1.29,0.79,138,Moderate
Amritsar,56.47,13.78,12.76,35.48,0.75,2.59,23.55,4.01,1.48,0.96,124,Moderate
Amritsar,20.96,13.85,4.88,22.74,0.84,2.72,29.63,4.18,2.82,1.35,106,Moderate
Amritsar,15.44,13.73,4.94,28.91,0.86,2.45,29.02,4.28,2.68,1.55,72,Satisfactory
Amritsar,92.14,12.58,8.35,21.02,0.63,5.91,41.86,0.99,3.05,6.26,167,Moderate
Amritsar,84.74,12.55,8.41,20.97,0.66,5.46,38.02,1,3.05,6.23,206,Poor
Amritsar,72.32,12.54,8.25,20.79,0.59,5.99,35.54,0.91,2.94,5.36,149,Moderate
Amritsar,67.71,12.56,8.47,21.03,0.69,5.01,38.8,0.84,2.93,5.54,131,Moderate
Amritsar,74.3,12.55,8.61,21.15,0.61,5.77,38.82,0.76,2.76,5.8,127,Moderate
Amritsar,104.43,12.52,8.4,20.93,0.63,5.03,40.73,0.84,2.82,5.98,252,Poor
Amritsar,52.81,12.51,8.31,20.82,0.58,5.9,42.01,0.77,2.8,5.85,134,Moderate
Amritsar,51.88,12.53,8.33,20.86,0.63,5.56,41.07,0.79,2.79,5.78,102,Moderate
Amritsar,62.72,12.59,8.56,21.15,0.58,6.65,41.84,0.94,2.84,5.88,114,Moderate
Amritsar,74.08,12.63,8.34,20.97,0.53,5.85,42.98,0.97,2.83,5.77,132,Moderate
Amritsar,72.53,12.63,8.3,20.93,0.48,5.72,42.48,0.74,2.64,5.5,134,Moderate
Amritsar,108.07,12.63,8.24,20.87,0.97,7.2,40.83,0.86,2.76,5.75,225,Poor
Amritsar,74.32,12.62,8.36,20.99,0.98,6.52,44.43,0.83,2.6,5.52,196,Moderate
Amritsar,66.86,12.53,8.69,21.22,0.74,6.42,41.35,0.8,2.5,5.17,113,Moderate
Amritsar,75.49,12.34,22.51,20.81,0.92,5.16,34.32,0.88,2.54,4.97,130,Moderate
Amritsar,99.15,0.4,8.55,8.62,1.56,6.51,23.58,0.75,2.62,4.6,254,Poor
Amritsar,48.66,1.42,8.57,9.19,1.26,6.14,20.8,0.6,2.43,4.78,200,Moderate
Amritsar,67.25,0.76,8.4,8.35,1.24,6.23,23.36,0.58,2.46,5.24,164,Moderate
Amritsar,61.84,5.32,9.97,12.51,1.8,6.29,33.48,0.52,2.21,4.03,174,Moderate
Amritsar,59.22,12.27,9.6,21.53,1.23,3.13,38.93,0.6,2.46,4.18,164,Moderate
Amritsar,54.7,57.62,29.71,39.7,2.1,6.52,32.46,0.92,2.79,5.3,148,Moderate
Amritsar,29.87,25.06,6.05,21.99,0.75,11.15,28.03,0.53,2.43,4.35,133,Moderate
Amritsar,48.16,21.63,29.8,49.43,0.01,8.56,24.92,6.41,1.62,7.84,117,Moderate
Amritsar,52.3,18.8,27.98,44.79,0.01,0.71,19.59,5.43,1.91,8.36,125,Moderate
Amritsar,93.43,19.47,28.7,46.17,0.01,5.36,14.99,5.65,1.94,7.91,140,Moderate
Amritsar,112.18,26.15,34.1,58.25,0,6.94,11.73,8.95,2.95,11.97,306,Very Poor
Amritsar,46.38,18.97,31.23,48.19,0,,8.3,5.56,1.49,8.49,134,Moderate
Amritsar,45.32,21,33.26,52.26,0,,8.07,6.6,1.61,9.28,91,Satisfactory
Amritsar,68.66,25.88,36.7,60.58,0,,8.86,6.98,2.99,13.36,121,Moderate
Amritsar,63.86,24.13,33.08,55.21,0.01,4.71,16.83,7.99,2.81,12.22,135,Moderate
Amritsar,69.37,26.61,36.36,60.97,0,,20.57,6.95,2.81,13.63,132,Moderate
Amritsar,63.2,23.81,33.88,55.69,0,,19.47,5.39,2.12,11.14,127,Moderate
Amritsar,65.15,26.81,33.27,58.08,0.01,3.23,21.4,6.16,2.62,11.75,130,Moderate
Amritsar,62.87,25.09,31.37,54.46,0,7.56,20.76,5.99,2.37,9.59,135,Moderate
Amritsar,62.95,29.56,36.7,64.23,0.01,5.91,16.61,6.47,3.3,12.07,125,Moderate
Amritsar,41.91,28.89,38,64.86,0,,17.04,6.18,2.65,12,109,Moderate
Amritsar,53.8,28.33,33.28,47.57,0.01,9.49,23.99,6.18,1.8,8,101,Moderate
Amritsar,76.21,21.75,26.18,39.31,0.02,7.11,23.88,4.83,2.22,7.97,115,Moderate
Amritsar,61.69,27.29,33.08,55.41,0.01,4.06,19.18,5.55,2.84,10.88,127,Moderate
Amritsar,70.49,40.56,43.85,82.42,0,,15.79,6.32,2.84,14.09,139,Moderate
Amritsar,63.57,29.04,33.89,60.93,0,,20.74,6.36,1.94,9.04,130,Moderate
Amritsar,69.19,34.65,37.59,70.23,0.01,6.2,16.57,6.52,2.25,9.91,131,Moderate
Amritsar,73.15,35.13,41.33,74.45,0,,15.49,6.14,2.95,12.65,144,Moderate
Amritsar,54.54,36.59,41.71,76.3,0.01,3.5,14.76,6.15,2.11,10.59,131,Moderate
Amritsar,23.84,35.43,40.65,74.09,0.01,3.75,15.1,7.13,0.91,8.26,94,Satisfactory
Amritsar,34.41,32.68,39.35,70.02,0.01,0.87,14.24,8.47,0.86,7.87,91,Satisfactory
Amritsar,35.39,35.57,41.28,74.85,0,,13.71,8.66,0.83,7.89,90,Satisfactory
Amritsar,43.93,25.34,30.82,44.51,0.02,6.34,16.43,6.22,0.97,5.19,99,Satisfactory
Amritsar,37.55,23.99,30.34,47.92,0,,15.08,5.71,1.17,5.52,87,Satisfactory
Amritsar,49.82,24.1,31.61,49.1,0,,15.12,6.21,1.29,5.91,102,Moderate
Amritsar,61.91,24.94,31.59,53.92,0.02,4.16,15.63,6.76,2,7.42,118,Moderate
Amritsar,72.97,30.79,35.39,64.18,0.01,4.08,13.45,6.28,2.81,9.47,138,Moderate
Amritsar,81.51,35.66,37.44,71.01,0.01,2.73,15.76,6.88,3.4,11.26,160,Moderate
Amritsar,56.93,33.91,35.26,67.16,0.02,4.48,15.72,12.51,2.61,9.35,143,Moderate
Amritsar,56.6,32.79,37.83,68.56,0,,13.44,6.18,2.12,9.05,110,Moderate
Amritsar,62.09,30.94,29.75,56.49,0.02,2.4,16.41,7.86,2.59,8.49,126,Moderate
Amritsar,75.18,27.1,20.86,47.96,0,,7.26,6.22,2.12,7.06,127,Moderate
Amritsar,64.23,24.99,22.13,47.12,0.01,2.07,9.64,7.54,2,6.72,149,Moderate
Amritsar,68.66,22.67,22.59,45.26,0,,8.62,6.28,2.36,6.83,137,Moderate
Amritsar,74.91,23.65,24.35,45.11,0.01,1.32,10.14,7.1,2.57,7.22,144,Moderate
Amritsar,72.08,26.59,27.11,53.7,0.01,1.97,9.16,11.8,2.76,8.33,154,Moderate
Amritsar,70.27,25.57,27.48,53.03,0.01,4.17,4.93,6.92,2.19,6.44,131,Moderate
Amritsar,98.32,35.3,37.03,72.33,0,,4.3,26.09,3.82,11.8,200,Moderate
Amritsar,78.83,30.13,32.62,62.66,0,,6.46,8.48,2.38,9.25,174,Moderate
Amritsar,78.42,31.71,33.79,59.08,0.05,2.98,5.43,9.62,2.41,9.09,184,Moderate
Amritsar,92.38,21.66,21.67,44.01,0.17,2.87,9.65,10,2.81,6.66,170,Moderate
Amritsar,77.42,38.64,19.65,55.01,0.05,3.41,6.05,5.49,2.78,9.93,176,Moderate
Amritsar,45.44,31.86,27.8,59.66,0.01,3.54,5.79,6.53,2.44,8.12,131,Moderate
Amritsar,34.45,30.01,32.28,62.28,0,3.49,5.19,6.94,1.74,8.44,81,Satisfactory
Amritsar,28.29,26.76,29.28,56.04,0,2.33,5,7.48,1.6,7,77,Satisfactory
Amritsar,14.54,27.74,31.28,59.01,0,1.61,5.47,7.69,0.76,6.12,70,Satisfactory
Amritsar,24.39,25.4,27.86,46.04,0,1.83,5.24,6.69,1.05,5.53,69,Satisfactory
Amritsar,27.89,22.75,25.9,47.27,0.02,2.92,8.92,6.38,1.26,5.34,64,Satisfactory
Amritsar,37.34,16.81,21.51,32.36,0.04,3.2,9.01,5.14,1.19,4.32,75,Satisfactory
Amritsar,45.99,19.81,25.32,44.54,0.03,2.85,8.68,6.08,1.8,6.18,98,Satisfactory
Amritsar,69.5,25.14,28.99,45,0,3.76,4.87,5.05,1.9,7.25,101,Moderate
Amritsar,52.22,22.07,24.15,45.96,0,3.48,8.24,5.84,1.44,4.91,118,Moderate
Amritsar,27.56,33.82,36.82,66.33,0,2.83,5.6,7.21,0.76,5.02,83,Satisfactory
Amritsar,38.35,14.47,16.64,30.1,0.5,51.84,33.26,3.74,2.13,10.26,109,Moderate
Amritsar,30.74,14.47,16.64,31.11,0.89,62.24,37.59,3.24,2.17,8.21,97,Satisfactory
Amritsar,43.75,34.72,28.21,57.07,0.87,36.35,30.69,3.87,2.05,8.83,97,Satisfactory
Amritsar,74.98,103.44,69.8,44.3,0.94,7.94,33.14,4.78,2.2,10.98,114,Moderate
Amritsar,59.63,33.67,64.12,48.79,1.03,14.18,27.67,5.02,2.3,10.06,147,Moderate
Amritsar,65.93,33.11,38.61,54.08,0.97,45.27,29.9,6.59,2.31,10.58,119,Moderate
Amritsar,54.21,73.43,72.44,95.37,1.29,67.26,29.01,4.83,2.2,9.16,120,Moderate
Amritsar,84.41,24.93,29.71,45.5,0.83,32.97,27.53,5.9,2.32,12.03,147,Moderate
Amritsar,97.06,40.72,31.61,60.06,0.96,14.65,33.36,3.95,2.07,8.36,198,Moderate
Amritsar,93.87,13.96,15.08,25.84,1.07,27.27,19.58,4.58,2.21,9.82,244,Poor
Amritsar,37.95,22.15,18.64,35.84,0.79,26.86,20.99,4.89,2.25,13.61,116,Moderate
Amritsar,90.72,10.98,12.11,21.62,1.03,26.99,19.67,5.46,2.22,10.66,174,Moderate
Amritsar,36.44,12.05,10.57,22.38,0.82,4.84,25.14,4.05,2.19,8.65,99,Satisfactory
Amritsar,69.3,12.01,9.09,21.09,0.8,26.79,19.53,4.88,2.25,9.3,112,Moderate
Amritsar,34.17,71.16,39.57,81.04,0.66,11.66,18.37,3.76,2.12,8.13,101,Moderate
Amritsar,38.31,20.38,14.91,34.47,0.73,16.1,12.17,4.09,2.22,9.45,99,Satisfactory
Amritsar,31.87,15.01,9.74,24.64,1.06,20.38,19.92,3.72,2.19,11.06,76,Satisfactory
Amritsar,49.54,14.5,9.31,23.29,0.9,22.3,26.86,4.09,2.13,9.87,100,Satisfactory
Amritsar,37.44,13.83,10.04,22.93,0.84,13.1,26.11,3.22,2.08,8.32,102,Moderate
Amritsar,46.62,33.16,30.3,54.34,0.76,23.13,25.32,3.44,1.91,7.14,90,Satisfactory
Amritsar,58.24,61.77,47.67,67.32,1.09,25.23,26.95,4.66,2.16,8.64,106,Moderate
Amritsar,38.7,73.32,63.38,95.71,0.76,12.84,19.33,3.53,2.12,7.57,108,Moderate
Amritsar,26.47,15.67,11.18,23.35,0.91,17.6,20.92,3.16,1.97,6.72,79,Satisfactory
Amritsar,22.15,13.77,8.36,21.59,0.89,16.45,25.08,3.14,2.16,8.45,71,Satisfactory
Amritsar,34.8,14.26,8.64,22.57,1,17.25,25.44,4.38,2.2,9.71,77,Satisfactory
Amritsar,32.11,18.58,13.58,30.02,0.99,15.4,25.75,3.86,1.97,8.95,77,Satisfactory
Amritsar,38.02,34.12,32.18,53.48,0.86,25.47,26.91,4.16,1.98,9.36,81,Satisfactory
Amritsar,43.03,28.09,22.68,42.36,1.42,24.33,26.36,5.25,2.14,7.03,100,Satisfactory
Amritsar,57.3,45.29,27.38,48.35,0.94,33.42,30.14,6.64,2.34,11,123,Moderate
Amritsar,55.89,32.08,20.02,42.14,1.19,21.88,31.89,6.19,2.23,10.94,122,Moderate
Amritsar,58.44,23.22,13.55,30.28,0.84,25.04,31.93,6.41,2.27,13.48,121,Moderate
Amritsar,49.65,17.6,11.27,24.49,1.2,19.91,22.67,6.29,2.33,13.2,124,Moderate
Amritsar,63.82,17.18,10.54,23.38,0.39,14.4,24.17,6.36,2.26,11.55,135,Moderate
Amritsar,38.14,14.94,7.91,16.64,0.58,6.54,31.2,3.88,1.8,8.7,148,Moderate
Amritsar,51.45,16.52,9.43,17.31,0.68,16.63,27.17,4.76,1.81,10.42,104,Moderate
Amritsar,46.72,18.38,9.22,21,0.53,12.95,40.67,4.4,2.03,11.59,103,Moderate
Amritsar,35.52,16.51,9.41,20.08,0.7,22.39,38.58,3.81,1.93,8.94,79,Satisfactory
Amritsar,39.76,14.99,9.65,21.39,0.86,19.92,28.88,5.35,2.21,10.58,90,Satisfactory
Amritsar,39.17,16.07,10.66,19.45,1.09,20.21,25.17,4.65,1.92,9.68,94,Satisfactory
Amritsar,34.67,17.29,10.5,20.93,0.73,21.96,31.75,5.31,1.89,8.38,98,Satisfactory
Amritsar,50.27,53.67,22.83,64.27,0.69,22.77,24.11,5.44,2.23,9.93,113,Moderate
Amritsar,52.25,24.07,13.75,30.02,0.62,9.37,30.66,3.58,2.02,7.28,122,Moderate
Amritsar,40.12,15.33,11.14,18,0.55,15.21,30.7,3.24,1.82,6.81,101,Moderate
Amritsar,41.37,12.73,10.38,13.38,0.61,35.25,32.36,3.22,1.55,6.45,98,Satisfactory
Amritsar,71.78,16.8,11.13,22.12,1.17,33.19,19.86,6.78,2.22,11.36,126,Moderate
Amritsar,44.71,13.34,10.76,16.12,0.79,9.81,26.84,4.48,1.84,8.94,106,Moderate
Amritsar,62.47,16.54,11.16,20.55,0.78,9.02,22.76,4.23,2.03,8.09,104,Moderate
Amritsar,52.47,16.64,9.73,16.56,0.56,5.29,23.74,3.01,1.66,5.28,91,Satisfactory
Amritsar,55.22,11.61,8.66,16.39,0.76,18.32,24.29,3.52,1.97,7.14,153,Moderate
Amritsar,31.45,12.1,8.29,16.71,0.84,6.59,19.06,3.77,1.95,7.62,121,Moderate
Amritsar,22.63,21.12,11.89,22.7,1.01,13.58,23.74,4.25,2,9.01,81,Satisfactory
Amritsar,30.66,31.34,16.42,33.89,0.77,13.33,25.78,5.12,2.14,10.41,94,Satisfactory
Amritsar,30.83,14.72,8.14,19.02,0.75,12.05,18.98,5.03,1.92,9.24,100,Satisfactory
Amritsar,20.91,13.98,8.09,17.35,0.77,9.28,9.78,4.81,1.86,6.2,96,Satisfactory
Amritsar,16.57,13.54,7.71,19.39,0.59,6.39,15.03,3.47,2.1,7.87,65,Satisfactory
Amritsar,24.92,13.23,8.78,19.14,0.42,5.53,22.65,3.59,1.92,8.02,66,Satisfactory
Amritsar,22.93,18.58,10.12,20.53,0.29,11.97,32.73,3.73,1.83,8.68,100,Satisfactory
Amritsar,39.66,12.71,10.55,20.67,0.72,12.92,25.16,5.22,2.06,9.38,94,Satisfactory
