City,PM2.5,NO,NO2,NOx,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Ahmedabad,32.71,18.89,116.69,78.46,18.89,48.67,53.57,6.3,80.04,1.48,369,Very Poor
Ahmedabad,32.79,25.17,103.69,79.28,25.17,30.37,30.45,6.3,80.04,1.48,397,Very Poor
Ahmedabad,28.02,25.92,115.78,86.11,25.92,42.55,21.04,6.3,80.04,1.48,414,Severe
Ahmedabad,26.92,22.25,130.64,89.1,22.25,25.9,24.37,6.3,80.04,1.48,363,Very Poor
Ahmedabad,69.38,19.2,145.75,92.99,19.2,37.85,7.21,6.3,80.04,1.48,371,Very Poor
Ahmedabad,42.08,30.2,155.72,113.35,30.2,33.25,41.97,6.3,80.04,1.48,565,Severe
Ahmedabad,35.67,18.86,147.44,93.61,18.86,25.28,74.84,6.3,80.04,1.48,348,Very Poor
Ahmedabad,63.09,12.65,163.54,110.17,12.65,26.31,113.94,6.3,80.04,1.48,184,Moderate
Ahmedabad,46.13,14.35,146.55,87.86,14.35,39.92,108.07,6.3,80.04,1.48,328,Very Poor
Ahmedabad,49.23,19.38,174.15,107.05,19.38,20.97,90.33,6.3,80.04,1.48,411,Severe
Ahmedabad,60.03,25.55,176.24,117.3,25.55,35.87,52.95,6.3,80.04,1.48,436,Severe
Ahmedabad,49.43,29.88,164.64,114.39,29.88,44.06,31.31,6.3,80.04,1.48,517,Severe
Ahmedabad,59.63,41.59,184.07,141.36,41.59,38.49,21.31,6.3,80.04,1.48,640,Severe
Ahmedabad,53.13,29.06,107.86,84.37,29.06,30.43,43.43,6.23,79.21,1.46,465,Severe
Ahmedabad,43.22,28.45,168.15,117.79,28.45,40.42,69.91,6.23,79.21,1.46,486,Severe
Ahmedabad,44.75,24.72,119.51,88.78,24.72,48.21,58.82,6.3,80.04,1.48,446,Severe
Ahmedabad,44.27,24.13,118.73,95.73,24.13,47.13,49.16,6.3,80.04,1.48,426,Severe
Ahmedabad,47.77,39.11,144.03,114.85,39.11,44.8,21.77,6.3,80.04,1.48,534,Severe
Ahmedabad,47.88,37.12,106.12,94.1,37.12,35.22,23.22,6.3,80.04,1.48,610,Severe
Ahmedabad,47.71,34.67,171.04,122.97,34.67,40.63,21.04,6.3,80.04,1.48,491,Severe
Ahmedabad,34.72,26.15,148.91,102.6,26.15,32.86,50.85,6.3,80.04,1.48,451,Severe
Ahmedabad,37.99,35.85,113.12,96.06,35.85,32.57,27.37,6.3,80.04,1.48,509,Severe
Ahmedabad,41.69,36.14,137.36,108.22,36.14,30.42,27.49,6.3,80.04,1.48,491,Severe
Ahmedabad,45.31,40.51,157.22,122.89,40.51,31.64,33.43,6.3,80.04,1.48,524,Severe
Ahmedabad,43.48,37.34,103.67,93.15,37.34,91.4,30.35,6.3,80.04,1.48,575,Severe
Ahmedabad,41.97,30.92,107.17,87.53,30.92,96.35,34.38,6.3,80.04,1.48,490,Severe
Ahmedabad,38.49,36.22,117.03,98.39,36.22,103.19,33.11,6.3,80.04,1.48,503,Severe
Ahmedabad,41.7,24.82,102.72,78.41,24.82,102.03,49.25,6.3,80.04,1.48,469,Severe
Ahmedabad,42.43,32.1,114.44,92.42,32.1,142.27,38.2,6.3,80.04,1.48,455,Severe
Ahmedabad,38.99,31.97,103.79,87.09,31.97,156.48,32.57,6.3,80.04,1.48,488,Severe
Ahmedabad,34.92,30.5,110.39,88.63,30.5,116.97,37.07,6.3,80.04,1.48,513,Severe
Ahmedabad,32.7,26,103.72,80.25,26,132.41,45.92,6.3,80.04,1.48,466,Severe
Ahmedabad,44.65,25.34,135.12,94.8,25.34,104.15,58.38,6.3,80.04,1.48,429,Severe
Ahmedabad,51.63,27.48,156.06,107.47,27.48,109.13,52.03,6.3,80.04,1.48,459,Severe
Ahmedabad,48.67,17.33,152.96,94.37,17.33,92.83,76.38,6.3,80.04,1.48,385,Very Poor
Ahmedabad,37.73,13.1,115.28,71.17,13.1,53.67,113.3,6.3,80.04,1.48,309,Very Poor
Ahmedabad,73.98,17.81,168.45,107.32,17.81,35.04,70.3,6.3,80.04,1.48,587,Severe
Ahmedabad,52.55,27.02,99.11,79.15,27.02,46.88,57.81,6.3,80.04,1.48,482,Severe
Ahmedabad,48.26,35.25,157.23,116.89,35.25,50.5,29.11,6.3,80.04,1.48,502,Severe
Ahmedabad,46.8,34.26,32.44,54.89,34.26,57.06,42.64,6.3,80.04,1.48,469,Severe
Ahmedabad,39.43,26.55,43,50.78,26.55,94.84,52.09,6.23,79.17,1.46,413,Severe
Ahmedabad,47.55,32.36,30.99,49.24,32.36,83.52,47.92,6.17,78.37,1.45,478,Severe
Ahmedabad,43.84,33.11,42.69,58.58,33.11,70.53,64.25,6.3,80.04,1.48,515,Severe
Ahmedabad,41.45,31.74,30.62,50.01,31.74,63.85,43.27,5.77,71.74,1.7,461,Severe
Ahmedabad,47.31,59.19,23.06,66.37,59.19,50.69,24.93,2.88,24.5,3.39,957,Severe
Ahmedabad,56.72,45.45,45.13,68.12,45.45,52.12,28.08,2.88,24.5,3.39,685,Severe
Ahmedabad,45.43,36.56,30,55.58,36.56,41.96,30.53,2.51,28.31,1.94,492,Severe
Ahmedabad,37.7,25.9,37.43,47.63,25.9,39.98,40.88,2.14,32.05,0.52,464,Severe
Ahmedabad,43.43,29.34,33.44,49.72,29.34,44.51,43.28,2.14,32.05,0.52,477,Severe
Ahmedabad,50.53,38.94,57.64,70.29,38.94,39.45,41.18,2.14,32.05,0.52,564,Severe
Ahmedabad,60.09,40.91,30.12,60.02,40.91,40.22,26.52,2.14,32.05,0.52,545,Severe
Ahmedabad,57.61,35.46,47.73,62.52,35.46,39.76,37.96,2.12,31.72,0.51,530,Severe
Ahmedabad,44.1,26.54,72.53,65.64,26.54,42.51,45.15,2.14,32.05,0.52,448,Severe
Ahmedabad,22.26,28.38,41.31,52.51,28.38,45.34,37.92,2.14,32.05,0.52,440,Severe
Ahmedabad,37.97,33.04,39.57,56.91,33.04,39.94,34.34,2.14,32.05,0.52,452,Severe
Ahmedabad,46.3,40.24,47.9,65.63,40.24,41.94,33.06,2.1,31.38,0.51,573,Severe
Ahmedabad,41.77,28.77,49.65,57,28.77,37.04,47.71,2.14,32.05,0.52,467,Severe
Ahmedabad,47.52,33.11,36.01,55,33.11,40.95,41.86,2.14,32.05,0.52,492,Severe
Ahmedabad,50.55,31.12,52.84,61.24,31.12,39.98,31.08,2.14,32.05,0.52,471,Severe
Ahmedabad,27.6,33.81,48.35,60.52,33.81,42.4,34.06,2.14,32.05,0.52,505,Severe
Ahmedabad,41.4,30.09,41.39,53.51,30.09,40.05,42.78,2.14,32.05,0.52,473,Severe
Ahmedabad,44.46,36.78,73.54,77.37,36.78,37.46,45.93,2.14,32.05,0.52,539,Severe
Ahmedabad,39.88,34.38,60.79,67.29,34.38,26.36,55.36,2.1,31.43,0.51,627,Severe
Ahmedabad,46.58,26.7,53.62,56.13,26.7,45.91,61.08,2.14,32.05,0.52,466,Severe
Ahmedabad,36.44,24.36,60.1,54.16,24.36,40.9,69.33,2.03,30.38,0.49,465,Severe
Ahmedabad,45.37,24.41,64.69,59.39,24.41,43.82,68.52,2.14,32.05,0.52,462,Severe
Ahmedabad,47.67,25.81,53.56,53.89,25.81,51.27,57.64,2.14,32.05,0.52,523,Severe
Ahmedabad,45.77,36.07,56.76,68.79,36.07,55.67,29.03,2.14,32.05,0.52,532,Severe
Ahmedabad,58.51,46.11,36.67,70.31,46.11,44.52,24.36,2.14,32.05,0.52,651,Severe
Ahmedabad,36.1,27.22,46.87,53.9,27.22,40.52,51.74,2.14,32.05,0.52,434,Severe
Ahmedabad,38.5,37.89,47.69,66.19,37.89,63.22,28.61,2.14,32.05,0.52,517,Severe
Ahmedabad,40.53,36,43.33,61.43,36,49.29,32.49,2.14,32.05,0.52,563,Severe
Ahmedabad,37.05,30.71,48.51,58.68,30.71,46.13,37.33,2.14,32.05,0.52,464,Severe
Ahmedabad,31.28,24.16,47.49,50.72,24.16,47.71,47.56,2.14,32.05,0.52,420,Severe
Ahmedabad,25.64,25.23,52.47,54.36,25.23,48.58,44,2.14,32.05,0.52,419,Severe
Ahmedabad,40.18,29.4,49.59,57.71,29.4,50.91,42.54,2.14,32.05,0.52,447,Severe
Ahmedabad,39.16,16.72,62.06,49.34,16.72,48.32,77.97,2.14,32.05,0.52,401,Severe
Ahmedabad,45.55,20.81,82.99,64.08,20.81,50.79,73.91,2.14,32.05,0.52,446,Severe
Ahmedabad,55.43,22.28,81.63,67.29,22.28,50.6,84.1,2.14,32.05,0.52,432,Severe
Ahmedabad,35.05,25.02,54.26,54.98,25.02,48.29,53.43,2.14,32.05,0.52,454,Severe
Ahmedabad,33.15,18.87,48.34,45.05,18.87,44.03,57.52,2.14,32.05,0.52,408,Severe
Ahmedabad,38.7,21.33,61.48,54.01,21.33,53.34,71.99,2.14,32.05,0.52,381,Very Poor
Ahmedabad,45.2,23.33,72.02,63.4,23.33,50.39,39.15,2.14,32.05,0.52,468,Severe
Ahmedabad,59.96,40.14,69.61,82.74,40.14,64.63,13,2.14,32.05,0.52,629,Severe
Ahmedabad,66.21,37.54,44.57,56.46,37.54,68.54,20.67,2.14,32.05,0.52,793,Severe
Ahmedabad,38,23.87,53.2,52.89,23.87,63.42,26.28,2.14,32.05,0.52,495,Severe
Ahmedabad,50.66,25.45,94.87,76.75,25.45,33.42,34.64,2.14,32.05,0.52,570,Severe
Ahmedabad,73.61,31.7,129.85,99.5,31.7,78.7,31.11,2.93,35.37,2.65,708,Severe
Ahmedabad,27.17,11.26,61.34,42.53,11.26,78.36,42.49,0.66,0.04,0.02,314,Very Poor
Ahmedabad,59.74,19.33,112.62,76.98,19.33,114.51,43.41,0.96,19.48,1.7,398,Very Poor
Ahmedabad,58.49,18.72,124.86,82.26,18.72,102.52,60.11,1.31,23.57,2.28,476,Severe
Ahmedabad,61.46,23.56,112.12,81.56,23.56,81.76,60.38,1.15,23.41,2.04,572,Severe
Ahmedabad,39.34,18.91,96.73,68.75,18.91,90.49,48.71,1.15,23.37,2.04,427,Severe
Ahmedabad,28.2,18.36,80.73,60.32,18.36,82.95,40.22,1.15,23.37,2.04,466,Severe
Ahmedabad,30.18,24.72,99.02,76.5,24.72,82.66,34.33,1.15,23.37,2.04,438,Severe
Ahmedabad,20.71,14.94,79.1,55.63,14.94,107.18,33.31,1.15,23.37,2.04,432,Severe
Ahmedabad,21.94,11.62,65.04,44.98,11.62,101.99,42.88,1.15,23.37,2.04,322,Very Poor
Ahmedabad,33.66,11.85,92.52,58.64,11.85,137.97,72.52,1.15,23.37,2.04,266,Poor
Ahmedabad,51.11,21.47,118.26,82.17,21.47,129.38,41.28,1.15,23.37,2.04,430,Severe
Ahmedabad,57.08,18.9,98.77,69.73,18.9,99.59,43.21,14.63,27.09,4.1,528,Severe
Ahmedabad,49.88,25.05,101.3,77.98,25.05,120.8,48.48,40.9,27.42,6.04,512,Severe
Ahmedabad,57.65,49.58,168.74,138.85,49.58,153.44,41.05,1.15,23.37,2.04,614,Severe
Ahmedabad,68.62,55.22,132.77,102.54,55.22,158.04,68.56,1.15,23.37,2.04,954,Severe
Ahmedabad,99.81,36.34,162.56,119.48,36.34,146.33,68.81,1.15,23.37,2.04,1217,Severe
Ahmedabad,73.52,45.99,171.17,132.92,45.99,154.99,70.66,1.15,23.37,2.04,659,Severe
Ahmedabad,117.13,59.24,199.03,144.33,59.24,134.87,62.92,1.15,23.37,2.04,1195,Severe
Ahmedabad,87.87,6.94,186.56,98.87,6.94,100.46,93.28,1.15,23.37,2.04,318,Very Poor
Ahmedabad,89.05,5.69,159.1,83.99,5.69,105.73,76.58,1.15,23.37,2.04,228,Poor
Ahmedabad,81.62,1.7,121.02,60.92,1.7,117.2,114.49,1.15,23.37,2.04,225,Poor
Ahmedabad,84.9,3.67,108.85,57.21,3.67,113.16,133.14,1.15,23.37,2.04,258,Poor
Ahmedabad,46.84,6.05,114.63,62.81,6.05,118.83,91.42,1.15,23.37,2.04,249,Poor
Ahmedabad,53.59,4.79,152.09,79.64,4.79,119.97,116.38,1.15,23.37,2.04,270,Poor
Ahmedabad,82.74,7.26,186.72,99.36,7.26,133.53,90.23,1.15,23.37,2.04,334,Very Poor
Ahmedabad,57.54,7.32,72.14,43.54,7.32,120.11,103.24,1.15,23.37,2.04,199,Moderate
Ahmedabad,75.12,7.95,68.64,42.55,7.95,106.2,55.96,1.15,23.37,2.04,212,Poor
Ahmedabad,37.74,7.42,62.2,38.81,7.42,110.11,51.34,1.15,23.37,2.04,200,Moderate
Ahmedabad,20.1,16.72,74.41,55.36,16.72,134.66,50,1.15,23.37,2.04,305,Very Poor
Ahmedabad,54.57,22.31,115.84,81.95,22.31,129.06,51.69,1.15,23.37,2.04,502,Severe
Ahmedabad,63.17,9.85,112.58,66.15,9.85,136.87,46.54,1.15,23.37,2.04,362,Very Poor
Ahmedabad,42.27,10.87,87.8,55.23,10.87,129.66,39.52,1.15,23.37,2.04,275,Poor
Ahmedabad,33.68,23.59,115.67,83.3,23.59,133.73,36.66,1.44,23.55,1.89,351,Very Poor
Ahmedabad,69.31,28.8,175.04,118.22,28.8,136.74,62.53,2.14,27.52,1.91,636,Severe
Ahmedabad,84.29,17.04,203.26,118.58,17.04,138.03,59.57,2.14,27.52,1.91,346,Very Poor
Ahmedabad,112.08,28.47,192.27,126.26,28.47,120.4,79.31,2.14,27.52,1.91,561,Severe
Ahmedabad,56.86,15.77,156.28,94.22,15.77,163.2,46.86,2.14,27.52,1.91,358,Very Poor
Ahmedabad,48.99,14.05,163.7,95.88,14.05,167.13,38.58,2.14,27.52,1.91,358,Very Poor
Ahmedabad,49.19,20.01,202.95,121.82,20.01,155.16,27.68,2.14,27.52,1.91,415,Severe
Ahmedabad,43.56,10.3,121.43,70.98,10.3,145.89,16.36,2.14,27.52,1.91,411,Severe
Ahmedabad,70.05,28.74,145.72,103.85,28.74,156.97,16.41,2.14,27.52,1.91,433,Severe
Ahmedabad,58.66,29.52,136.69,100.34,29.52,135.46,16.08,2.14,27.52,1.91,632,Severe
Ahmedabad,62.15,42.34,147.33,120.16,42.34,143.33,15.8,2.14,27.52,1.91,883,Severe
Ahmedabad,52.04,39.43,112.69,99.94,39.43,158.25,15.84,2.14,27.52,1.91,884,Severe
Ahmedabad,55.43,17.98,109.17,73.76,17.98,157.33,15.43,2.14,27.52,1.91,662,Severe
Ahmedabad,58.97,19.45,106.63,74.19,19.45,132.97,14.99,2.14,27.52,1.91,477,Severe
Ahmedabad,60.38,17.72,98.24,68.13,17.72,137.97,16.21,2.14,27.52,1.91,443,Severe
Ahmedabad,73.87,20.3,110.17,76.89,20.3,127.11,15.31,2.14,27.52,1.91,378,Very Poor
Ahmedabad,64.06,16.8,92.88,64.46,16.8,139.64,30.45,1.83,31.73,1.78,441,Severe
Ahmedabad,53.91,11.11,98.4,60.11,11.11,142.7,46.08,4.92,38.32,2.02,411,Severe
Ahmedabad,38.15,7.78,140.56,77.43,7.78,166.39,40.11,1.46,23.05,1.8,236,Poor
Ahmedabad,46.95,8.07,86.67,51.48,8.07,147.78,41.06,3.5,43.31,1.72,199,Moderate
Ahmedabad,43.06,5.26,81.68,45.84,5.26,137.18,42.68,2.75,35.25,1.87,248,Poor
Ahmedabad,46.74,4.02,60.49,34.1,4.02,112.45,48.16,2.75,35.25,1.87,192,Moderate
Ahmedabad,41.61,3.87,54.14,30.83,3.87,123.27,57.81,2.75,35.25,1.87,134,Moderate
Ahmedabad,77.66,4.32,62.09,35.21,4.32,93.11,51.79,2.75,35.25,1.87,140,Moderate
Ahmedabad,65.48,7.8,82.62,48.13,7.8,66.09,42.3,2.75,35.25,1.87,197,Moderate
Ahmedabad,74.18,6.36,22.77,15.85,6.36,95.2,23.67,3.62,17.96,2.74,385,Very Poor
Ahmedabad,79.57,3.78,12.64,8.99,3.78,27.7,23.67,4.21,31.42,2.52,216,Poor
Ahmedabad,72.59,3.63,14.38,9.73,3.63,23.96,23.67,3.71,31.14,2.52,162,Moderate
Ahmedabad,69.54,7.06,15.13,12.65,7.06,35.78,23.66,4.78,31.14,2.52,220,Poor
Ahmedabad,66.2,8.97,20.79,16.84,8.97,38.98,23.65,4.12,31.14,2.52,254,Poor
Ahmedabad,55.99,5.41,15.34,11.53,5.41,45.83,23.61,3.3,31.14,2.52,255,Poor
Ahmedabad,46.96,7.17,16.88,13.58,7.17,38.11,23.64,2.75,31.14,2.52,175,Moderate
Ahmedabad,70.06,7.37,22.67,16.56,7.37,58.67,23.58,2.75,31.14,2.52,285,Poor
Ahmedabad,61.4,2.38,16.33,9.74,2.38,30.54,23.59,2.75,31.14,2.52,157,Moderate
Ahmedabad,38.89,2.41,14.14,8.7,2.41,46.78,23.64,2.75,31.14,2.52,129,Moderate
Ahmedabad,56.14,2.5,11.65,7.55,2.5,26.75,23.58,2.75,31.14,2.52,129,Moderate
Ahmedabad,59.96,2.38,14.37,8.79,2.38,45.44,23.58,2.75,31.14,2.52,114,Moderate
Ahmedabad,83.9,8.81,20.66,16.65,8.81,58.01,23.56,4.42,31.14,2.52,212,Poor
Ahmedabad,89.34,8.08,19.05,15.32,8.08,62.71,23.69,4.45,31.14,2.52,368,Very Poor
Ahmedabad,39.83,3.26,16.42,10.29,3.26,25.78,23.62,2.72,30.82,2.49,189,Moderate
Ahmedabad,53.27,3.59,16.01,10.43,3.59,19.5,23.66,2.72,30.82,2.49,142,Moderate
Ahmedabad,40.07,3.75,13.41,9.34,3.75,10.67,23.6,2.75,31.14,2.52,152,Moderate
Ahmedabad,80.24,20.06,15.61,22.26,20.06,36.88,23.62,2.36,34.32,2.3,334,Very Poor
Ahmedabad,59.51,24.98,25.39,30.87,24.98,71.69,23.57,1.82,38.68,2,547,Severe
Ahmedabad,36.05,13.05,22.26,20.59,13.05,46.67,23.6,1.82,38.68,2,375,Very Poor
Ahmedabad,36.21,20.86,15.65,22.94,20.86,44.86,23.6,1.47,34.83,1.49,384,Very Poor
Ahmedabad,51.15,33,25.32,36.81,33,84.52,23.61,1.15,31.37,1.04,529,Severe
Ahmedabad,51.32,20.18,23.56,26.48,20.18,50.3,23.6,1.15,31.37,1.04,449,Severe
Ahmedabad,38.71,10.39,16.11,15.61,10.39,34.63,23.56,1.15,31.37,1.04,483,Severe
Ahmedabad,18.03,11.31,18.02,17.23,11.31,35.39,30.29,1.15,31.37,1.04,289,Poor
Ahmedabad,28.77,20.76,21.98,25.69,20.76,40.13,32.37,1.05,30.73,1.07,204,Poor
Ahmedabad,41.74,36.07,26.88,38.15,36.07,100.04,30.37,1.02,30.57,1.08,528,Severe
Ahmedabad,57.28,36.16,50.06,51.39,36.16,83.08,34.61,1.39,30.64,1.05,660,Severe
Ahmedabad,88.79,15.2,54.23,37.8,15.2,56.67,45.39,1.82,31.52,1.04,483,Severe
Ahmedabad,52.31,9.38,38.28,25.67,9.38,36.8,26.07,1.82,31.52,1.04,336,Very Poor
Ahmedabad,68.19,10.08,45.94,29.93,10.08,31.18,43.72,1.53,34.6,0.81,272,Poor
Ahmedabad,80.59,29.48,59.9,51.22,29.48,48.18,41.9,1.15,38.57,0.52,571,Severe
Ahmedabad,77.56,30.93,59.03,51.88,30.93,59.11,36.15,1.15,38.57,0.52,568,Severe
Ahmedabad,56.5,6.1,55.49,31.62,6.1,51.41,41.16,1.15,38.57,0.52,387,Very Poor
Ahmedabad,66.87,23.75,53.47,43.78,23.75,47.32,53.97,1.15,38.57,0.52,322,Very Poor
Ahmedabad,95.25,14.56,54.77,37.58,14.56,55.99,68.81,1.15,38.57,0.52,652,Severe
Ahmedabad,69.85,6.25,40.74,24.54,6.25,27.16,,1.15,38.57,0.52,215,Poor
Ahmedabad,64.94,8.62,47.28,29.5,8.62,31.84,71.69,1.15,38.57,0.52,223,Poor
Ahmedabad,79.58,12.48,55.78,36.51,12.48,48.28,42.4,1.15,38.57,0.52,340,Very Poor
Ahmedabad,83.67,27.61,56.27,48.05,27.61,52.9,44.73,1.15,38.57,0.52,475,Severe
Ahmedabad,88.83,57.7,45.43,63.19,57.7,40.9,51.73,1.15,38.57,0.52,974,Severe
Ahmedabad,50.55,18.72,57.55,42.05,18.72,54.6,31.28,1.15,38.57,0.52,412,Severe
Ahmedabad,73.04,24.78,67.15,51.25,24.78,57.08,53.88,1.08,37.29,0.56,480,Severe
Ahmedabad,59.47,14.28,63.11,41.44,14.28,66.39,76.89,1.16,35.51,0.61,388,Very Poor
Ahmedabad,62.48,43.22,50.12,52.43,43.22,57.29,63.76,0.99,34.54,0.59,543,Severe
Ahmedabad,85.33,59.34,54.08,67.01,59.34,64.71,75.45,1.42,32.61,0.56,1226,Severe
Ahmedabad,114.79,42.62,80.38,70.43,42.62,118.91,43.63,1.76,32.61,0.56,1291,Severe
Ahmedabad,65.74,22.33,70.75,51.18,22.33,72.14,50.08,0.99,32.61,0.56,493,Severe
Ahmedabad,60.61,10.49,52.78,33.57,10.49,52.84,38.67,0.99,32.61,0.56,407,Severe
Ahmedabad,36.35,4.78,52.87,29.36,4.78,42.9,52.15,0.99,32.61,0.56,168,Moderate
Ahmedabad,54.06,4.22,51.33,28.19,4.22,48.07,39.74,0.99,32.61,0.56,219,Poor
Ahmedabad,68.68,10.92,74.32,44.41,10.92,42.37,44.44,0.99,32.61,0.56,282,Poor
Ahmedabad,73.18,31.41,94.67,69.62,31.41,62.73,46.23,1.79,32.61,0.56,528,Severe
Ahmedabad,137.81,70.45,124.33,113.23,70.45,103.5,37.79,0.99,32.61,0.56,983,Severe
Ahmedabad,94.27,92.96,92.35,114.42,92.96,68.76,52.7,2.63,39.93,0.86,1262,Severe
Ahmedabad,79.68,57.77,91.2,87.59,57.77,64.67,50.27,2.85,46.56,1.13,962,Severe
Ahmedabad,53.86,17.8,75.13,49.93,17.8,64.67,52.74,2.85,46.56,1.13,421,Severe
Ahmedabad,53.06,22.34,59.64,45.76,22.34,70.8,41.7,2.85,46.56,1.13,475,Severe
Ahmedabad,56.2,23.13,62.85,47.92,23.13,81.42,34.18,3.02,46.56,1.13,508,Severe
Ahmedabad,77.58,21.26,60.32,45.29,21.26,119.95,39.83,2.85,46.56,1.13,460,Severe
Ahmedabad,49.16,7.4,31.08,20.69,7.4,51.07,45.99,2.85,46.56,1.13,246,Poor
Ahmedabad,43.75,8.43,24.16,18.08,8.43,63.99,38.62,2.85,46.56,1.13,261,Poor
Ahmedabad,54.05,10.7,28.74,22,10.7,61.9,45.82,2.85,46.56,1.13,308,Very Poor
Ahmedabad,51.32,12.19,41.31,29.25,12.19,45.6,64.01,3.45,46.56,1.13,359,Very Poor
Ahmedabad,35.04,7.87,45.21,27.93,7.87,32.78,,2.85,46.56,1.13,325,Very Poor
Ahmedabad,37.02,5.55,32.91,20.2,5.55,42.98,67.75,2.85,46.56,1.13,170,Moderate
Ahmedabad,37.67,2.28,17.52,10.25,2.28,26.68,16.92,2.85,46.56,1.13,116,Moderate
Ahmedabad,31.12,3.56,21.51,13.13,3.56,19.43,16.68,2.85,46.56,1.13,152,Moderate
Ahmedabad,41.19,6.04,31.18,19.72,6.04,40.38,,2.85,46.56,1.13,218,Poor
Ahmedabad,41.72,6.95,24.99,17.38,6.95,27.3,72.25,2.85,46.56,1.13,302,Very Poor
Ahmedabad,39.57,4,35.3,20.2,4,49.34,39.51,2.85,46.56,1.13,170,Moderate
Ahmedabad,39.42,5.11,31.33,19.1,5.11,27.4,33.16,2.85,46.56,1.13,215,Poor
Ahmedabad,36.03,3.89,34.32,19.65,3.89,28.6,53.81,2.85,46.56,1.13,222,Poor
Ahmedabad,53.07,16.02,37.65,30.33,16.02,34.49,,2.85,46.56,1.13,310,Very Poor
Ahmedabad,58.54,15.45,44.39,33.18,15.45,42.86,81.35,2.85,46.56,1.13,487,Severe
Ahmedabad,101.09,15.07,43.66,31.13,15.07,42.07,44.44,2.85,46.56,1.13,988,Severe
Ahmedabad,44.61,4.98,31.4,17.08,4.98,34.25,49.45,6.81,28.18,7.52,247,Poor
Ahmedabad,31.89,2.96,25.2,14.5,2.96,44.87,47.99,4.01,23.25,3.33,135,Moderate
Ahmedabad,33.25,4.28,33.45,19.44,4.28,61.4,38.86,4.9,18.98,2.85,195,Moderate
Ahmedabad,43.67,7.11,26.61,17.61,7.11,34.72,39.74,4.71,19.16,2.8,216,Poor
Ahmedabad,22.93,5.23,18.52,12.87,5.23,16.19,34.41,1.58,7.5,1.08,193,Moderate
Ahmedabad,37.73,4.67,35.52,20.77,4.67,16.06,34.72,6.37,26.05,3.56,160,Moderate
Ahmedabad,20.67,3.08,26.98,15.46,3.08,22.76,40.17,4.79,15.29,1.95,125,Moderate
Ahmedabad,28.55,4.11,38.65,21.89,4.11,19.14,31.5,8.51,37.5,4.88,140,Moderate
Ahmedabad,29.97,3.85,22.08,13.64,3.85,32.01,36.86,7,29.53,2.5,145,Moderate
Ahmedabad,24.79,4.5,21.29,13.7,4.5,22.16,36.76,3.58,15.89,1.88,153,Moderate
Ahmedabad,25.52,4.46,24.24,15.15,4.46,18.54,38.17,4.59,19.84,2.09,164,Moderate
Ahmedabad,33.48,4.51,41.44,23.58,4.51,23.84,46.53,9.31,40.13,5.44,173,Moderate
Ahmedabad,39.44,3.82,39.88,22.28,3.82,27.53,58.08,9.71,36.32,4.85,182,Moderate
Ahmedabad,43.77,3.35,40.99,22.49,3.35,31.4,53.61,10.92,46.65,5.63,152,Moderate
Ahmedabad,46.64,3.75,29.6,17.24,3.75,22.2,49.67,7.65,37.78,3.94,145,Moderate
Ahmedabad,45.8,3.87,16.8,11.04,3.87,31.04,48.2,5.44,20.89,1.47,159,Moderate
Ahmedabad,36.3,5.19,15.65,11.51,5.19,30.8,49.83,4.66,14.64,1.08,183,Moderate
Ahmedabad,32.12,5.07,21.61,14.33,5.07,20.75,62.53,5.64,18.82,2.04,168,Moderate
Ahmedabad,30.73,4.36,28.65,17.23,0.59,32.01,42.61,6.91,32.15,3.51,113,Moderate
Ahmedabad,30.18,3.06,34.81,19.26,0.45,25.09,39,8.52,51.18,6.71,89,Satisfactory
Ahmedabad,26.7,2.72,27,15.18,0.36,21.57,42.16,5.63,34.1,3.97,101,Moderate
Ahmedabad,18.77,2.81,23.01,13.01,0.39,26.86,47.88,3.41,25.88,2.56,95,Satisfactory
Ahmedabad,31.16,3.22,25.9,14.73,0.37,21.85,43.35,4.75,31.33,3.61,89,Satisfactory
Ahmedabad,23.69,2.28,17.18,10.04,0.43,23.5,44.04,2.14,29.17,1.67,88,Satisfactory
Ahmedabad,38.65,3.7,26.76,14.75,0.36,22.03,54.24,5.84,34.58,3.22,95,Satisfactory
Ahmedabad,30.8,4.22,25.97,12.68,0.36,18.03,37.28,3.22,22.59,1.83,92,Satisfactory
Ahmedabad,30.69,3.43,22.57,11.7,0.41,36.24,39.3,3.89,31,2.45,96,Satisfactory
Ahmedabad,21.27,3.66,13.93,9.31,0.36,21,40.56,1.67,14.29,0.95,99,Satisfactory
Ahmedabad,29.84,3.91,15.77,10.58,0.34,25.22,38.31,2.27,15.74,1.02,86,Satisfactory
Ahmedabad,27.81,3.41,16.32,10.46,0.39,19.16,38.23,2.33,17.57,1.5,87,Satisfactory
Ahmedabad,32.11,3.68,17.95,11.49,0.45,15.83,42.22,5.48,33.62,2.16,101,Moderate
Ahmedabad,31.67,3.93,16.17,10.82,0.35,32.39,43.6,3.97,20.74,1.23,106,Moderate
Ahmedabad,27.19,3.52,16.13,9.85,0.28,20.59,51.81,1.78,9.02,0.67,110,Moderate
Ahmedabad,28.25,4.83,13.88,10.25,0.38,16.51,41.74,1.17,9.32,0.56,98,Satisfactory
Ahmedabad,25.91,4.78,13.82,10.29,0.4,10.58,44.44,1.8,10.39,0.75,101,Moderate
